orderdetail_key,order_id,product_id,customer_id,employee_id,shipper_id,order_date_key,shipped_date_key,quantity,unit_price,discount,revenue,product_name,category_name,list_price,supplier_id,supplier_name,supplier_country,customer_name,customer_region,customer_country,latitude,longitude,order_date,order_year,order_month,order_quarter,order_weekday,shipped_date,shipped_year,shipped_month,shipped_quarter,shipped_weekday,ship_delay_days
857,10567,59,37,1,1,19970612,19970617,40,55,0.2,1760,Raclette Courdavault,Dairy Products,55,28,Gai pÃ¢turage,France,Hungry Owl All-Night Grocers,Co. Cork,Republic of Ireland,53.41291,-8.24389,1997-06-12 00:00:00.000,1997,6,2,4,1997-06-17 00:00:00.000,1997,6,2,2,5
858,10568,10,29,3,3,19970613,19970709,5,31,0,155,Ikura,Seafood,31,4,Tokyo Traders,Japan,GalerÃ­a del gastrÃ³nomo,NULL,Spain,40.463667,-3.74922,1997-06-13 00:00:00.000,1997,6,2,5,1997-07-09 00:00:00.000,1997,7,3,3,96
859,10569,31,65,5,1,19970616,19970711,35,12.5,0.2,350,Gorgonzola Telino,Dairy Products,12.5,14,Formaggi Fortini s.r.l.,Italy,Rattlesnake Canyon Grocery,NM,United States,37.09024,-95.712891,1997-06-16 00:00:00.000,1997,6,2,1,1997-07-11 00:00:00.000,1997,7,3,5,95
860,10569,76,65,5,1,19970616,19970711,30,18,0,540,LakkalikÃ¶Ã¶ri,Beverages,18,23,Karkki Oy,Finland,Rattlesnake Canyon Grocery,NM,United States,37.09024,-95.712891,1997-06-16 00:00:00.000,1997,6,2,1,1997-07-11 00:00:00.000,1997,7,3,5,95
861,10570,11,51,3,3,19970617,19970619,15,21,0.05,299.25,Queso Cabrales,Dairy Products,21,5,Cooperativa de Quesos 'Las Cabras',Spain,MÃ¨re Paillarde,QuÃ©bec,Canada,56.130366,-106.346771,1997-06-17 00:00:00.000,1997,6,2,2,1997-06-19 00:00:00.000,1997,6,2,4,2
862,10570,56,51,3,3,19970617,19970619,60,38,0.05,2166,Gnocchi di nonna Alice,Grains/Cereals,38,26,Pasta Buttini s.r.l.,Italy,MÃ¨re Paillarde,QuÃ©bec,Canada,56.130366,-106.346771,1997-06-17 00:00:00.000,1997,6,2,2,1997-06-19 00:00:00.000,1997,6,2,4,2
863,10571,14,20,8,3,19970617,19970704,11,23.25,0.15,217.3875,Tofu,Produce,23.25,6,Mayumi's,Japan,Ernst Handel,NULL,Austria,47.516231,14.550072,1997-06-17 00:00:00.000,1997,6,2,2,1997-07-04 00:00:00.000,1997,7,3,5,87
864,10571,42,20,8,3,19970617,19970704,28,14,0.15,333.2,Singaporean Hokkien Fried Mee,Grains/Cereals,14,20,Leka Trading,Singapore,Ernst Handel,NULL,Austria,47.516231,14.550072,1997-06-17 00:00:00.000,1997,6,2,2,1997-07-04 00:00:00.000,1997,7,3,5,87
865,10572,16,5,3,2,19970618,19970625,12,17.45,0.1,188.45999999999998,Pavlova,Confections,17.45,7,Pavlova Ltd.,Australia,Berglunds snabbkÃ¶p,NULL,Sweden,60.128161,18.643501,1997-06-18 00:00:00.000,1997,6,2,3,1997-06-25 00:00:00.000,1997,6,2,3,7
866,10572,32,5,3,2,19970618,19970625,10,32,0.1,288,Mascarpone Fabioli,Dairy Products,32,14,Formaggi Fortini s.r.l.,Italy,Berglunds snabbkÃ¶p,NULL,Sweden,60.128161,18.643501,1997-06-18 00:00:00.000,1997,6,2,3,1997-06-25 00:00:00.000,1997,6,2,3,7
867,10572,40,5,3,2,19970618,19970625,50,18.4,0,919.9999999999999,Boston Crab Meat,Seafood,18.4,19,New England Seafood Cannery,United States,Berglunds snabbkÃ¶p,NULL,Sweden,60.128161,18.643501,1997-06-18 00:00:00.000,1997,6,2,3,1997-06-25 00:00:00.000,1997,6,2,3,7
868,10572,75,5,3,2,19970618,19970625,15,7.75,0.1,104.625,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Berglunds snabbkÃ¶p,NULL,Sweden,60.128161,18.643501,1997-06-18 00:00:00.000,1997,6,2,3,1997-06-25 00:00:00.000,1997,6,2,3,7
869,10573,17,3,7,3,19970619,19970620,18,39,0,702,Alice Mutton,Meat/Poultry,39,7,Pavlova Ltd.,Australia,Antonio Moreno TaquerÃ­a,NULL,Mexico,23.634501,-102.552784,1997-06-19 00:00:00.000,1997,6,2,4,1997-06-20 00:00:00.000,1997,6,2,5,1
870,10573,34,3,7,3,19970619,19970620,40,14,0,560,Sasquatch Ale,Beverages,14,16,Bigfoot Breweries,United States,Antonio Moreno TaquerÃ­a,NULL,Mexico,23.634501,-102.552784,1997-06-19 00:00:00.000,1997,6,2,4,1997-06-20 00:00:00.000,1997,6,2,5,1
871,10573,53,3,7,3,19970619,19970620,25,32.8,0,819.9999999999999,Perth Pasties,Meat/Poultry,32.8,24,G'day Mate,Australia,Antonio Moreno TaquerÃ­a,NULL,Mexico,23.634501,-102.552784,1997-06-19 00:00:00.000,1997,6,2,4,1997-06-20 00:00:00.000,1997,6,2,5,1
872,10574,33,82,4,2,19970619,19970630,14,2.5,0,35,Geitost,Dairy Products,2.5,15,Norske Meierier,Norway,Trail's Head Gourmet Provisioners,WA,United States,37.09024,-95.712891,1997-06-19 00:00:00.000,1997,6,2,4,1997-06-30 00:00:00.000,1997,6,2,1,11
873,10574,40,82,4,2,19970619,19970630,2,18.4,0,36.8,Boston Crab Meat,Seafood,18.4,19,New England Seafood Cannery,United States,Trail's Head Gourmet Provisioners,WA,United States,37.09024,-95.712891,1997-06-19 00:00:00.000,1997,6,2,4,1997-06-30 00:00:00.000,1997,6,2,1,11
874,10574,62,82,4,2,19970619,19970630,10,49.3,0,493,Tarte au sucre,Confections,49.3,29,ForÃªts d'Ã©rables,Canada,Trail's Head Gourmet Provisioners,WA,United States,37.09024,-95.712891,1997-06-19 00:00:00.000,1997,6,2,4,1997-06-30 00:00:00.000,1997,6,2,1,11
875,10574,64,82,4,2,19970619,19970630,6,33.25,0,199.5,Wimmers gute SemmelknÃ¶del,Grains/Cereals,33.25,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Trail's Head Gourmet Provisioners,WA,United States,37.09024,-95.712891,1997-06-19 00:00:00.000,1997,6,2,4,1997-06-30 00:00:00.000,1997,6,2,1,11
876,10575,59,52,5,1,19970620,19970630,12,55,0,660,Raclette Courdavault,Dairy Products,55,28,Gai pÃ¢turage,France,Morgenstern Gesundkost,NULL,Germany,51.165691,10.451526,1997-06-20 00:00:00.000,1997,6,2,5,1997-06-30 00:00:00.000,1997,6,2,1,10
877,10575,63,52,5,1,19970620,19970630,6,43.9,0,263.4,Vegie-spread,Condiments,43.9,7,Pavlova Ltd.,Australia,Morgenstern Gesundkost,NULL,Germany,51.165691,10.451526,1997-06-20 00:00:00.000,1997,6,2,5,1997-06-30 00:00:00.000,1997,6,2,1,10
878,10575,72,52,5,1,19970620,19970630,30,34.8,0,1044,Mozzarella di Giovanni,Dairy Products,34.8,14,Formaggi Fortini s.r.l.,Italy,Morgenstern Gesundkost,NULL,Germany,51.165691,10.451526,1997-06-20 00:00:00.000,1997,6,2,5,1997-06-30 00:00:00.000,1997,6,2,1,10
879,10575,76,52,5,1,19970620,19970630,10,18,0,180,LakkalikÃ¶Ã¶ri,Beverages,18,23,Karkki Oy,Finland,Morgenstern Gesundkost,NULL,Germany,51.165691,10.451526,1997-06-20 00:00:00.000,1997,6,2,5,1997-06-30 00:00:00.000,1997,6,2,1,10
880,10576,1,80,3,3,19970623,19970630,10,18,0,180,Chai,Beverages,18,1,Exotic Liquids,United Kingdom,Tortuga Restaurante,NULL,Mexico,23.634501,-102.552784,1997-06-23 00:00:00.000,1997,6,2,1,1997-06-30 00:00:00.000,1997,6,2,1,7
881,10576,31,80,3,3,19970623,19970630,20,12.5,0,250,Gorgonzola Telino,Dairy Products,12.5,14,Formaggi Fortini s.r.l.,Italy,Tortuga Restaurante,NULL,Mexico,23.634501,-102.552784,1997-06-23 00:00:00.000,1997,6,2,1,1997-06-30 00:00:00.000,1997,6,2,1,7
882,10576,44,80,3,3,19970623,19970630,21,19.45,0,408.45,Gula Malacca,Condiments,19.45,20,Leka Trading,Singapore,Tortuga Restaurante,NULL,Mexico,23.634501,-102.552784,1997-06-23 00:00:00.000,1997,6,2,1,1997-06-30 00:00:00.000,1997,6,2,1,7
883,10577,39,82,9,2,19970623,19970630,10,18,0,180,Chartreuse verte,Beverages,18,18,Aux joyeux ecclÃ©siastiques,France,Trail's Head Gourmet Provisioners,WA,United States,37.09024,-95.712891,1997-06-23 00:00:00.000,1997,6,2,1,1997-06-30 00:00:00.000,1997,6,2,1,7
884,10577,75,82,9,2,19970623,19970630,20,7.75,0,155,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Trail's Head Gourmet Provisioners,WA,United States,37.09024,-95.712891,1997-06-23 00:00:00.000,1997,6,2,1,1997-06-30 00:00:00.000,1997,6,2,1,7
885,10577,77,82,9,2,19970623,19970630,18,13,0,234,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Trail's Head Gourmet Provisioners,WA,United States,37.09024,-95.712891,1997-06-23 00:00:00.000,1997,6,2,1,1997-06-30 00:00:00.000,1997,6,2,1,7
886,10578,35,11,4,3,19970624,19970725,20,18,0,360,Steeleye Stout,Beverages,18,16,Bigfoot Breweries,United States,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-06-24 00:00:00.000,1997,6,2,2,1997-07-25 00:00:00.000,1997,7,3,5,101
887,10578,57,11,4,3,19970624,19970725,6,19.5,0,117,Ravioli Angelo,Grains/Cereals,19.5,26,Pasta Buttini s.r.l.,Italy,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-06-24 00:00:00.000,1997,6,2,2,1997-07-25 00:00:00.000,1997,7,3,5,101
888,10579,15,45,1,2,19970625,19970704,10,15.5,0,155,Genen Shouyu,Condiments,15.5,6,Mayumi's,Japan,Let's Stop N Shop,CA,United States,37.09024,-95.712891,1997-06-25 00:00:00.000,1997,6,2,3,1997-07-04 00:00:00.000,1997,7,3,5,79
889,10579,75,45,1,2,19970625,19970704,21,7.75,0,162.75,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Let's Stop N Shop,CA,United States,37.09024,-95.712891,1997-06-25 00:00:00.000,1997,6,2,3,1997-07-04 00:00:00.000,1997,7,3,5,79
890,10580,14,56,4,3,19970626,19970701,15,23.25,0.05,331.3125,Tofu,Produce,23.25,6,Mayumi's,Japan,Ottilies KÃ¤seladen,NULL,Germany,51.165691,10.451526,1997-06-26 00:00:00.000,1997,6,2,4,1997-07-01 00:00:00.000,1997,7,3,2,75
891,10580,41,56,4,3,19970626,19970701,9,9.65,0.05,82.50750000000001,Jack's New England Clam Chowder,Seafood,9.65,19,New England Seafood Cannery,United States,Ottilies KÃ¤seladen,NULL,Germany,51.165691,10.451526,1997-06-26 00:00:00.000,1997,6,2,4,1997-07-01 00:00:00.000,1997,7,3,2,75
892,10580,65,56,4,3,19970626,19970701,30,21.05,0.05,599.925,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,2,New Orleans Cajun Delights,United States,Ottilies KÃ¤seladen,NULL,Germany,51.165691,10.451526,1997-06-26 00:00:00.000,1997,6,2,4,1997-07-01 00:00:00.000,1997,7,3,2,75
893,10581,75,21,3,1,19970626,19970702,50,7.75,0.2,310,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Familia Arquibaldo,SP,Brazil,-14.235004,-51.92528,1997-06-26 00:00:00.000,1997,6,2,4,1997-07-02 00:00:00.000,1997,7,3,3,76
894,10582,57,6,3,2,19970627,19970714,4,19.5,0,78,Ravioli Angelo,Grains/Cereals,19.5,26,Pasta Buttini s.r.l.,Italy,Blauer See Delikatessen,NULL,Germany,51.165691,10.451526,1997-06-27 00:00:00.000,1997,6,2,5,1997-07-14 00:00:00.000,1997,7,3,1,87
895,10582,76,6,3,2,19970627,19970714,14,18,0,252,LakkalikÃ¶Ã¶ri,Beverages,18,23,Karkki Oy,Finland,Blauer See Delikatessen,NULL,Germany,51.165691,10.451526,1997-06-27 00:00:00.000,1997,6,2,5,1997-07-14 00:00:00.000,1997,7,3,1,87
896,10583,29,87,2,2,19970630,19970704,10,123.79,0,1237.9,ThÃ¼ringer Rostbratwurst,Meat/Poultry,123.79,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Wartian Herkku,NULL,Finland,61.92411,25.748151,1997-06-30 00:00:00.000,1997,6,2,1,1997-07-04 00:00:00.000,1997,7,3,5,74
897,10583,60,87,2,2,19970630,19970704,24,34,0.15,693.6,Camembert Pierrot,Dairy Products,34,28,Gai pÃ¢turage,France,Wartian Herkku,NULL,Finland,61.92411,25.748151,1997-06-30 00:00:00.000,1997,6,2,1,1997-07-04 00:00:00.000,1997,7,3,5,74
898,10583,69,87,2,2,19970630,19970704,10,36,0.15,306,Gudbrandsdalsost,Dairy Products,36,15,Norske Meierier,Norway,Wartian Herkku,NULL,Finland,61.92411,25.748151,1997-06-30 00:00:00.000,1997,6,2,1,1997-07-04 00:00:00.000,1997,7,3,5,74
899,10584,31,7,4,1,19970630,19970704,50,12.5,0.05,593.75,Gorgonzola Telino,Dairy Products,12.5,14,Formaggi Fortini s.r.l.,Italy,Blondesddsl pÃ¨re et fils,NULL,France,46.227638,2.213749,1997-06-30 00:00:00.000,1997,6,2,1,1997-07-04 00:00:00.000,1997,7,3,5,74
900,10585,47,88,7,1,19970701,19970710,15,9.5,0,142.5,Zaanse koeken,Confections,9.5,22,Zaanse Snoepfabriek,Netherlands,Wellington Importadora,SP,Brazil,-14.235004,-51.92528,1997-07-01 00:00:00.000,1997,7,3,2,1997-07-10 00:00:00.000,1997,7,3,4,9
901,10586,52,66,9,1,19970702,19970709,4,7,0.15,23.8,Filo Mix,Grains/Cereals,7,24,G'day Mate,Australia,Reggiani Caseifici,NULL,Italy,41.87194,12.56738,1997-07-02 00:00:00.000,1997,7,3,3,1997-07-09 00:00:00.000,1997,7,3,3,7
902,10587,26,61,1,1,19970702,19970709,6,31.23,0,187.38,GumbÃ¤r GummibÃ¤rchen,Confections,31.23,11,Heli SÃ¼ÃŸwaren GmbH & Co. KG,Germany,Que DelÃ­cia,RJ,Brazil,-14.235004,-51.92528,1997-07-02 00:00:00.000,1997,7,3,3,1997-07-09 00:00:00.000,1997,7,3,3,7
903,10587,35,61,1,1,19970702,19970709,20,18,0,360,Steeleye Stout,Beverages,18,16,Bigfoot Breweries,United States,Que DelÃ­cia,RJ,Brazil,-14.235004,-51.92528,1997-07-02 00:00:00.000,1997,7,3,3,1997-07-09 00:00:00.000,1997,7,3,3,7
904,10587,77,61,1,1,19970702,19970709,20,13,0,260,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Que DelÃ­cia,RJ,Brazil,-14.235004,-51.92528,1997-07-02 00:00:00.000,1997,7,3,3,1997-07-09 00:00:00.000,1997,7,3,3,7
905,10588,18,63,2,3,19970703,19970710,40,62.5,0.2,2000,Carnarvon Tigers,Seafood,62.5,7,Pavlova Ltd.,Australia,QUICK-Stop,NULL,Germany,51.165691,10.451526,1997-07-03 00:00:00.000,1997,7,3,4,1997-07-10 00:00:00.000,1997,7,3,4,7
906,10588,42,63,2,3,19970703,19970710,100,14,0.2,1120,Singaporean Hokkien Fried Mee,Grains/Cereals,14,20,Leka Trading,Singapore,QUICK-Stop,NULL,Germany,51.165691,10.451526,1997-07-03 00:00:00.000,1997,7,3,4,1997-07-10 00:00:00.000,1997,7,3,4,7
907,10589,35,32,8,2,19970704,19970714,4,18,0,72,Steeleye Stout,Beverages,18,16,Bigfoot Breweries,United States,Great Lakes Food Market,OR,United States,37.09024,-95.712891,1997-07-04 00:00:00.000,1997,7,3,5,1997-07-14 00:00:00.000,1997,7,3,1,10
908,10590,1,51,4,3,19970707,19970714,20,18,0,360,Chai,Beverages,18,1,Exotic Liquids,United Kingdom,MÃ¨re Paillarde,QuÃ©bec,Canada,56.130366,-106.346771,1997-07-07 00:00:00.000,1997,7,3,1,1997-07-14 00:00:00.000,1997,7,3,1,7
909,10590,77,51,4,3,19970707,19970714,60,13,0.05,741,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,MÃ¨re Paillarde,QuÃ©bec,Canada,56.130366,-106.346771,1997-07-07 00:00:00.000,1997,7,3,1,1997-07-14 00:00:00.000,1997,7,3,1,7
910,10591,3,83,1,1,19970707,19970716,14,10,0,140,Aniseed Syrup,Condiments,10,1,Exotic Liquids,United Kingdom,Vaffeljernet,NULL,Denmark,56.26392,9.501785,1997-07-07 00:00:00.000,1997,7,3,1,1997-07-16 00:00:00.000,1997,7,3,3,9
911,10591,7,83,1,1,19970707,19970716,10,30,0,300,Uncle Bob's Organic Dried Pears,Produce,30,3,Grandma Kelly's Homestead,United States,Vaffeljernet,NULL,Denmark,56.26392,9.501785,1997-07-07 00:00:00.000,1997,7,3,1,1997-07-16 00:00:00.000,1997,7,3,3,9
911,10591,7,83,1,1,19970707,19970716,10,30,0,300,Uncle Bob's Organic Dried Pears,Produce,33.1,3,Grandma Kelly's Homestead,United States,Vaffeljernet,NULL,Denmark,56.26392,9.501785,1997-07-07 00:00:00.000,1997,7,3,1,1997-07-16 00:00:00.000,1997,7,3,3,9
912,10591,54,83,1,1,19970707,19970716,50,7.45,0,372.5,TourtiÃ¨re,Meat/Poultry,7.45,25,Ma Maison,Canada,Vaffeljernet,NULL,Denmark,56.26392,9.501785,1997-07-07 00:00:00.000,1997,7,3,1,1997-07-16 00:00:00.000,1997,7,3,3,9
913,10592,15,44,3,1,19970708,19970716,25,15.5,0.05,368.125,Genen Shouyu,Condiments,15.5,6,Mayumi's,Japan,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1997-07-08 00:00:00.000,1997,7,3,2,1997-07-16 00:00:00.000,1997,7,3,3,8
914,10592,26,44,3,1,19970708,19970716,5,31.23,0.05,148.3425,GumbÃ¤r GummibÃ¤rchen,Confections,31.23,11,Heli SÃ¼ÃŸwaren GmbH & Co. KG,Germany,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1997-07-08 00:00:00.000,1997,7,3,2,1997-07-16 00:00:00.000,1997,7,3,3,8
915,10593,20,44,7,2,19970709,19970813,21,81,0.2,1360.8000000000002,Sir Rodney's Marmalade,Confections,81,8,Specialty Biscuits Ltd.,United Kingdom,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1997-07-09 00:00:00.000,1997,7,3,3,1997-08-13 00:00:00.000,1997,8,3,3,104
916,10593,69,44,7,2,19970709,19970813,20,36,0.2,576,Gudbrandsdalsost,Dairy Products,36,15,Norske Meierier,Norway,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1997-07-09 00:00:00.000,1997,7,3,3,1997-08-13 00:00:00.000,1997,8,3,3,104
917,10593,76,44,7,2,19970709,19970813,4,18,0.2,57.6,LakkalikÃ¶Ã¶ri,Beverages,18,23,Karkki Oy,Finland,Lehmanns Marktstand,NULL,Germany,51.165691,10.451526,1997-07-09 00:00:00.000,1997,7,3,3,1997-08-13 00:00:00.000,1997,8,3,3,104
918,10594,52,55,3,2,19970709,19970716,24,7,0,168,Filo Mix,Grains/Cereals,7,24,G'day Mate,Australia,Old World Delicatessen,AK,United States,37.09024,-95.712891,1997-07-09 00:00:00.000,1997,7,3,3,1997-07-16 00:00:00.000,1997,7,3,3,7
919,10594,58,55,3,2,19970709,19970716,30,13.25,0,397.5,Escargots de Bourgogne,Seafood,13.25,27,Escargots Nouveaux,France,Old World Delicatessen,AK,United States,37.09024,-95.712891,1997-07-09 00:00:00.000,1997,7,3,3,1997-07-16 00:00:00.000,1997,7,3,3,7
920,10595,35,20,2,1,19970710,19970714,30,18,0.25,405,Steeleye Stout,Beverages,18,16,Bigfoot Breweries,United States,Ernst Handel,NULL,Austria,47.516231,14.550072,1997-07-10 00:00:00.000,1997,7,3,4,1997-07-14 00:00:00.000,1997,7,3,1,4
921,10595,61,20,2,1,19970710,19970714,120,28.5,0.25,2565,Sirop d'Ã©rable,Condiments,28.5,29,ForÃªts d'Ã©rables,Canada,Ernst Handel,NULL,Austria,47.516231,14.550072,1997-07-10 00:00:00.000,1997,7,3,4,1997-07-14 00:00:00.000,1997,7,3,1,4
922,10595,69,20,2,1,19970710,19970714,65,36,0.25,1755,Gudbrandsdalsost,Dairy Products,36,15,Norske Meierier,Norway,Ernst Handel,NULL,Austria,47.516231,14.550072,1997-07-10 00:00:00.000,1997,7,3,4,1997-07-14 00:00:00.000,1997,7,3,1,4
923,10596,56,89,8,1,19970711,19970812,5,38,0.2,152,Gnocchi di nonna Alice,Grains/Cereals,38,26,Pasta Buttini s.r.l.,Italy,White Clover Markets,WA,United States,37.09024,-95.712891,1997-07-11 00:00:00.000,1997,7,3,5,1997-08-12 00:00:00.000,1997,8,3,2,101
924,10596,63,89,8,1,19970711,19970812,24,43.9,0.2,842.88,Vegie-spread,Condiments,43.9,7,Pavlova Ltd.,Australia,White Clover Markets,WA,United States,37.09024,-95.712891,1997-07-11 00:00:00.000,1997,7,3,5,1997-08-12 00:00:00.000,1997,8,3,2,101
925,10596,75,89,8,1,19970711,19970812,30,7.75,0.2,186,RhÃ¶nbrÃ¤u Klosterbier,Beverages,7.75,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,White Clover Markets,WA,United States,37.09024,-95.712891,1997-07-11 00:00:00.000,1997,7,3,5,1997-08-12 00:00:00.000,1997,8,3,2,101
926,10597,24,59,7,3,19970711,19970718,35,4.5,0.2,126,GuaranÃ¡ FantÃ¡stica,Beverages,4.5,10,Refrescos Americanas LTDA,Brazil,Piccolo und mehr,NULL,Austria,47.516231,14.550072,1997-07-11 00:00:00.000,1997,7,3,5,1997-07-18 00:00:00.000,1997,7,3,5,7
927,10597,57,59,7,3,19970711,19970718,20,19.5,0,390,Ravioli Angelo,Grains/Cereals,19.5,26,Pasta Buttini s.r.l.,Italy,Piccolo und mehr,NULL,Austria,47.516231,14.550072,1997-07-11 00:00:00.000,1997,7,3,5,1997-07-18 00:00:00.000,1997,7,3,5,7
928,10597,65,59,7,3,19970711,19970718,12,21.05,0.2,202.08000000000004,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,2,New Orleans Cajun Delights,United States,Piccolo und mehr,NULL,Austria,47.516231,14.550072,1997-07-11 00:00:00.000,1997,7,3,5,1997-07-18 00:00:00.000,1997,7,3,5,7
929,10598,27,65,1,3,19970714,19970718,50,43.9,0,2195,Schoggi Schokolade,Confections,43.9,11,Heli SÃ¼ÃŸwaren GmbH & Co. KG,Germany,Rattlesnake Canyon Grocery,NM,United States,37.09024,-95.712891,1997-07-14 00:00:00.000,1997,7,3,1,1997-07-18 00:00:00.000,1997,7,3,5,4
930,10598,71,65,1,3,19970714,19970718,9,21.5,0,193.5,Flotemysost,Dairy Products,21.5,15,Norske Meierier,Norway,Rattlesnake Canyon Grocery,NM,United States,37.09024,-95.712891,1997-07-14 00:00:00.000,1997,7,3,1,1997-07-18 00:00:00.000,1997,7,3,5,4
931,10599,62,11,6,3,19970715,19970721,10,49.3,0,493,Tarte au sucre,Confections,49.3,29,ForÃªts d'Ã©rables,Canada,B's Beverages,NULL,United Kingdom,55.378051,-3.435973,1997-07-15 00:00:00.000,1997,7,3,2,1997-07-21 00:00:00.000,1997,7,3,1,6
932,10600,54,36,4,1,19970716,19970721,4,7.45,0,29.8,TourtiÃ¨re,Meat/Poultry,7.45,25,Ma Maison,Canada,Hungry Coyote Import Store,OR,United States,37.09024,-95.712891,1997-07-16 00:00:00.000,1997,7,3,3,1997-07-21 00:00:00.000,1997,7,3,1,5
933,10600,73,36,4,1,19970716,19970721,30,15,0,450,RÃ¶d Kaviar,Seafood,15,17,Svensk SjÃ¶fÃ¶da AB,Sweden,Hungry Coyote Import Store,OR,United States,37.09024,-95.712891,1997-07-16 00:00:00.000,1997,7,3,3,1997-07-21 00:00:00.000,1997,7,3,1,5
934,10601,13,35,7,1,19970716,19970722,60,6,0,360,Konbu,Seafood,6,6,Mayumi's,Japan,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-07-16 00:00:00.000,1997,7,3,3,1997-07-22 00:00:00.000,1997,7,3,2,6
935,10601,59,35,7,1,19970716,19970722,35,55,0,1925,Raclette Courdavault,Dairy Products,55,28,Gai pÃ¢turage,France,HILARION-Abastos,TÃ¡chira,Venezuela,6.42375,-66.58973,1997-07-16 00:00:00.000,1997,7,3,3,1997-07-22 00:00:00.000,1997,7,3,2,6
936,10602,77,83,8,2,19970717,19970722,5,13,0.25,48.75,Original Frankfurter grÃ¼ne SoÃŸe,Condiments,13,12,Plutzer LebensmittelgroÃŸmÃ¤rkte AG,Germany,Vaffeljernet,NULL,Denmark,56.26392,9.501785,1997-07-17 00:00:00.000,1997,7,3,4,1997-07-22 00:00:00.000,1997,7,3,2,5
937,10603,22,71,8,2,19970718,19970808,48,21,0,1008,Gustaf's KnÃ¤ckebrÃ¶d,Grains/Cereals,21,9,PB KnÃ¤ckebrÃ¶d AB,Sweden,Save-a-lot Markets,ID,United States,37.09024,-95.712891,1997-07-18 00:00:00.000,1997,7,3,5,1997-08-08 00:00:00.000,1997,8,3,5,90
938,10603,49,71,8,2,19970718,19970808,25,20,0.05,475,Maxilaku,Confections,20,23,Karkki Oy,Finland,Save-a-lot Markets,ID,United States,37.09024,-95.712891,1997-07-18 00:00:00.000,1997,7,3,5,1997-08-08 00:00:00.000,1997,8,3,5,90
939,10604,48,28,1,1,19970718,19970729,6,12.75,0.1,68.85000000000001,Chocolade,Confections,12.75,22,Zaanse Snoepfabriek,Netherlands,Furia Bacalhau e Frutos do Mar,NULL,Portugal,39.399872,-8.224454,1997-07-18 00:00:00.000,1997,7,3,5,1997-07-29 00:00:00.000,1997,7,3,2,11
940,10604,76,28,1,1,19970718,19970729,10,18,0.1,162,LakkalikÃ¶Ã¶ri,Beverages,18,23,Karkki Oy,Finland,Furia Bacalhau e Frutos do Mar,NULL,Portugal,39.399872,-8.224454,1997-07-18 00:00:00.000,1997,7,3,5,1997-07-29 00:00:00.000,1997,7,3,2,11
941,10605,16,51,1,2,19970721,19970729,30,17.45,0.05,497.325,Pavlova,Confections,17.45,7,Pavlova Ltd.,Australia,MÃ¨re Paillarde,QuÃ©bec,Canada,56.130366,-106.346771,1997-07-21 00:00:00.000,1997,7,3,1,1997-07-29 00:00:00.000,1997,7,3,2,8
942,10605,59,51,1,2,19970721,19970729,20,55,0.05,1045,Raclette Courdavault,Dairy Products,55,28,Gai pÃ¢turage,France,MÃ¨re Paillarde,QuÃ©bec,Canada,56.130366,-106.346771,1997-07-21 00:00:00.000,1997,7,3,1,1997-07-29 00:00:00.000,1997,7,3,2,8
943,10605,60,51,1,2,19970721,19970729,70,34,0.05,2261,Camembert Pierrot,Dairy Products,34,28,Gai pÃ¢turage,France,MÃ¨re Paillarde,QuÃ©bec,Canada,56.130366,-106.346771,1997-07-21 00:00:00.000,1997,7,3,1,1997-07-29 00:00:00.000,1997,7,3,2,8
